episode,n_matched,energy_laugh,energy_nolaugh,base_laugh_rTPJ,base_nolaugh_rTPJ,match_laugh_rTPJ,match_nolaugh_rTPJ,base_laugh_visual_cortex,base_nolaugh_visual_cortex,match_laugh_visual_cortex,match_nolaugh_visual_cortex,base_laugh_auditory_cortex,base_nolaugh_auditory_cortex,match_laugh_auditory_cortex,match_nolaugh_auditory_cortex
s01e12a,196,11.833544239830285,12.26446523856033,0.10633825680903253,0.1700427206617355,0.08667983129079408,0.17437308726540832,0.4732423455237628,0.5111919309061365,0.4482733888485884,0.5137107577782568,0.1875430219581086,0.1377734168939561,0.1783444305869695,0.13699960450954124
s01e12b,194,12.710027197003365,9.47946694925372,0.09117011934299372,0.14459831566509584,0.06771597445468584,0.1693930072545823,0.3988018273918262,0.43761429244336486,0.3623909181866905,0.4484956204747624,0.23387206074770742,0.3403656520429738,0.24538652995323132,0.3636823788275962
s01e13a,233,9.195135431751913,8.949647208201489,0.15623828470629178,0.22573547779418116,0.16020706301150867,0.223622366162781,0.4522684281100395,0.46168694965349366,0.44119750501650695,0.47207621607485145,0.07770909747567542,0.1428584892620234,0.07374301799241507,0.1486914447353147
s01e13b,162,11.528567646706806,9.007853745717055,0.27516907433447524,0.15734504048747797,0.26628502558011846,0.20087439690011175,0.3335340165458116,0.36929181794993227,0.3290435144917951,0.3553664979643436,0.25285088942037787,0.136945561996307,0.2403364056224063,0.14547835991182825
s01e14a,162,9.789821123617994,8.457313113006546,0.24238188126082483,0.20941215446022673,0.22859501186665263,0.20941215446022673,0.44685214266810563,0.4179086716182013,0.38647300832417747,0.4179086716182013,0.12681647818994266,0.2939199747515543,0.1776693673392001,0.2939199747515543
s01e14b,204,10.58227574984942,7.622922094480339,0.05191408803398667,0.1572434114922097,0.04873813580640839,0.1508315621673608,0.33955106515581646,0.35983531579144307,0.25809367886964196,0.3723000479772505,0.09861621970584683,0.22123334102300937,0.0871521204599063,0.2202429784031845
s01e15a,239,10.097162412082339,10.507932677366476,0.13103194797487727,0.06510139083539315,0.13733850020115412,0.07571026994178208,0.5218170987425941,0.4442516408016835,0.49225547507442063,0.44774667295912907,0.1402320715199974,0.19635435092221262,0.1358023316568254,0.19302970625138835
s01e15b,227,11.348434634794268,10.153548403697854,0.2023521581034584,0.20020025916972028,0.19138862027594009,0.19745856857207367,0.3188282757831346,0.3347362598812163,0.3081492972847633,0.31907350576248106,0.2034974134797286,0.27778078162611214,0.2345211504784872,0.2844730746232818
s01e16a,212,8.7863950961041,8.713365769524371,0.09663922424991178,0.121261578281457,0.10918505145821435,0.11488927828663786,0.35799932701672504,0.47790403982771484,0.38641446924263895,0.43592642677071397,0.03545313311266759,0.16672629348322646,0.051063033274770096,0.16076997819102976
s01e16b,188,9.51734263896942,9.063548640835853,0.11308131190969128,0.06069704900607181,0.10618567309409205,0.09914864258565355,0.3599802828868766,0.3892376375524393,0.36603744765552887,0.3864123210688644,0.13014779902871257,0.20474689009343683,0.13118824897494488,0.2293483542463015
